# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000038880	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	24895116;24895123;24895135;24895662;24895662;24895788;24895788;24895788;24896852;24897028;24897214	24895488;24895488;24895704;24895704;24895704;24896116;24896289;24896758;24896953;24897140;24897502	+;+;+;+;+;+;+;+;+;+;+	2064	545	800
ENSMUSG00000073435	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	24896500;24896505;24896521;24896523;24896628;24896635;24896751;24896852;24896852;24896852;24896852;24897028;24897028;24897028;24897028;24897214;24897214;24897214;24897214;24897214	24896559;24896559;24896758;24896758;24896758;24896758;24896953;24896953;24896953;24896953;24896953;24897140;24897140;24897140;24897140;24897347;24897484;24897244;24897335;24897522	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	876	3	3
ENSMUSG00000024165	chr17;chr17;chr17;chr17;chr17	24942156;24945580;24948638;24956018;24960568	24944678;24945628;24948780;24956166;24960636	-;-;-;-;-	2933	5	42
ENSMUSG00000038002	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	24961228;24968926;24970415;24971377;24972336;24973081;24973504;24974705;24977332;24977496;24979486;24982224;24983944;24984975;24985522;24992270;24994586;24997453;25003212;25013688;25015127	24964946;24969071;24970579;24971608;24972401;24973259;24973608;24974786;24977406;24977677;24979663;24983396;24984025;24985098;24985607;24992318;24994669;24997606;25003405;25014025;25015230	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7517	379	514
ENSMUSG00000024169	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25016091;25016391;25016399;25018761;25018761;25018761;25020518;25020518;25025550;25025550;25025640;25025804;25025804;25025804;25025876;25028804;25028804;25028804;25032085;25032085;25032085;25032085;25033083;25033083;25033083;25033083;25033886;25033886;25033886;25033886;25035703;25035703;25035703;25035703;25036271;25036271;25036271;25036271;25036958;25036958;25036958;25036958;25045049;25045049;25045049;25045505;25045505;25045505;25045517;25045566;25048400;25048400;25048400;25048400;25048400;25050274;25050274;25050274;25051772;25051772;25051772;25055558;25055558;25055558;25055558;25055558;25086843;25086843;25086843;25086843;25086843;25087873;25087873;25087873;25087873;25087873;25088529;25088529;25088529;25088529;25088800;25088800;25088800;25088800;25089399;25089399;25089399;25089399;25090642;25090642;25090642;25090642;25090671;25090894;25090894;25090894;25090894;25092289;25092289;25092289;25092289;25092289;25092768;25092768;25092768;25092768;25092768;25093063;25093063;25093063;25093063;25094640;25094640;25094640;25098729;25098729	25016136;25016904;25016599;25018902;25018938;25018938;25020739;25020739;25025671;25025671;25025671;25025946;25025946;25025946;25025946;25028979;25028979;25028979;25032176;25032176;25032176;25032176;25033189;25033189;25033189;25033189;25034031;25034031;25034031;25034031;25035906;25035906;25035906;25035906;25036343;25036343;25036343;25036343;25037004;25037049;25037049;25037049;25045176;25045176;25045176;25045622;25045622;25045622;25045622;25045622;25048530;25048530;25048530;25048530;25048530;25050442;25050442;25050442;25051903;25051903;25051903;25055757;25055757;25055757;25055757;25055757;25087020;25087020;25087020;25087020;25087020;25087991;25088063;25088063;25088063;25088063;25088624;25088624;25088624;25088624;25088932;25088932;25088932;25088932;25089542;25089542;25089542;25089542;25090770;25090770;25090770;25090770;25091076;25091076;25091076;25091076;25091076;25092495;25092495;25092495;25092495;25092495;25092980;25092980;25092980;25092980;25092801;25093144;25093229;25093229;25093229;25094781;25096687;25094781;25099495;25099487	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7572	72	217
ENSMUSG00000024168	chr17;chr17;chr17;chr17;chr17;chr17	25057702;25057904;25070209;25070209;25078049;25080264	25058473;25058473;25070364;25070364;25078224;25081181	-;-;-;-;-;-	2022	80	73
ENSMUSG00000024170	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25099570;25099570;25099577;25099617;25099625;25099824;25100766;25101299;25101299;25101299;25101299;25101299;25101640;25101640;25101640;25101640;25101640;25102011;25102011;25102637;25102637;25102637;25103580;25103580;25103580;25103580;25104607;25104607;25104607;25104607;25104808;25104808;25104808;25104808;25105084;25105084;25105084;25105084;25105346;25105346;25105346;25105346;25105730;25105730;25105730;25105730;25105989;25105989;25105989;25105989;25105989;25106772;25106772;25106772;25106772;25106772;25106989;25106989;25106989;25107327;25107327;25107327;25110227;25110227;25110227;25110707;25110707;25110707;25110834;25111116;25111116;25111116;25111116;25111127;25112980;25112980;25112980;25112980;25113195;25114131;25114937;25114937;25114937;25114937;25114937;25115413;25115413;25115413;25115440	25100120;25100120;25100120;25100120;25099994;25100120;25101414;25101426;25101414;25101414;25101414;25101414;25103771;25101704;25101704;25101704;25101704;25102110;25102110;25102728;25102728;25102728;25103643;25103771;25103771;25103771;25104678;25104678;25104678;25104678;25104924;25104924;25104924;25104924;25105175;25105175;25105175;25105175;25105434;25105434;25105434;25105434;25105843;25105843;25105843;25105843;25106068;25106068;25106068;25106068;25106068;25106908;25106819;25106908;25106908;25107130;25108150;25107130;25107130;25107395;25107395;25107395;25110329;25110329;25110329;25110854;25110854;25110854;25110854;25111184;25111184;25111184;25111184;25111184;25113641;25113257;25113257;25113257;25113257;25115285;25115192;25115312;25115285;25115285;25115285;25115954;25115967;25115907;25115905	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8006	121	227
ENSMUSG00000044172	chr17;chr17;chr17	25120760;25122694;25124574	25120991;25123348;25125268	+;+;+	1582	0	0
ENSMUSG00000036636	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25133391;25133465;25136622;25144430;25144430;25144430;25145569;25145569;25145569;25145768;25145768;25145768;25145809;25146316;25146317;25146317;25146317;25146317;25146770;25146770;25146770;25146770;25147710;25147710;25147710;25147710;25149039;25149039;25149039;25149039;25149211;25149211;25149211;25149211;25150187;25150187;25150187;25150187;25150542;25150542;25150542;25150542;25151116;25151116;25151116;25151174;25151704;25151704;25151704;25151704;25152348;25152348;25152348;25152348;25153016;25153016;25153016;25153561;25153732;25153732;25155368;25155368;25155368;25156801;25156801;25156801;25157140;25157140;25157140;25157489;25157489;25157489;25157872;25157872;25157872;25158655;25159468;25159468;25159610;25159610;25159610;25160130;25160130;25160445;25160445	25133614;25133614;25136763;25144498;25144498;25144498;25145640;25145640;25145640;25145833;25145833;25145833;25145833;25146449;25146449;25146449;25146543;25146449;25146879;25146879;25146879;25146879;25147790;25147760;25147790;25147790;25149101;25149101;25149101;25149101;25149294;25149294;25149294;25149294;25150280;25150280;25150280;25150280;25150606;25150586;25150606;25150606;25151232;25151232;25151232;25151232;25151758;25151754;25151758;25151758;25152408;25152397;25152408;25152408;25153154;25153154;25153154;25153825;25153825;25153825;25155537;25155537;25155537;25156852;25156852;25156852;25157267;25157267;25157267;25157574;25157574;25157574;25157902;25158001;25158001;25159527;25159527;25159527;25159742;25159786;25159786;25160210;25160210;25162098;25162104	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5292	445	584
ENSMUSG00000059562	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25162461;25162461;25162464;25162842;25163116;25163116;25163116;25163116;25163409;25163409;25163409;25163503;25163791;25163791;25163791;25163791;25164095;25164095;25164095;25164095;25164507;25164507;25164507;25164507;25165945;25167297;25167297;25167297;25167297;25167688;25167688;25167688;25167688;25167870;25167887;25167890;25167896;25168310;25168310;25168310;25168310;25168528;25168528;25168528;25168528;25170111;25170111;25170111;25170111;25170559;25170559;25170559;25170559;25170870;25170870;25170870;25170870;25171120;25171120;25171120;25171126;25171487;25171487;25171487;25171487;25171759;25171759;25171759;25171759	25162848;25162848;25162848;25162848;25163311;25163311;25163311;25163311;25163598;25163598;25163598;25163598;25163837;25163837;25163837;25163837;25164190;25164190;25164190;25164190;25164630;25164630;25164630;25164683;25166081;25167398;25167398;25167398;25167398;25167816;25167816;25167834;25167816;25168014;25168014;25168014;25168014;25168436;25168436;25168436;25168436;25168665;25168665;25168665;25168665;25170230;25170230;25170230;25170230;25170635;25170635;25170635;25170635;25170987;25170987;25170987;25170987;25171206;25171206;25171206;25171206;25171674;25171674;25171669;25171674;25171882;25171911;25171913;25171913	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2635	0	0
ENSMUSG00000067722	chr17;chr17	25184561;25184720	25184640;25187661	+;+	3022	369	486
ENSMUSG00000015127	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25188397;25188914;25189464;25189466;25189466;25199767;25199767;25199767;25200843;25201042;25201042;25201042;25205599;25205599;25205599;25208089;25208089;25209554;25209554;25210685;25210804;25210804;25213047;25213047;25213047;25218578;25218578;25222539;25222582;25222779;25228583;25228583;25228583;25228583;25228583;25229239;25229239;25229239;25229239;25230207;25230207;25230207;25230207;25230521;25230521;25230521;25230521;25231712;25231712;25231712;25231712	25188492;25189017;25189675;25189675;25189675;25199943;25199943;25199943;25200928;25201175;25201175;25201175;25205734;25205734;25205734;25208206;25208206;25209638;25209638;25210886;25210886;25210886;25213378;25213106;25213106;25218755;25218755;25222722;25222722;25222905;25228666;25228666;25228666;25228666;25228666;25229466;25229457;25229466;25229466;25230409;25230409;25230409;25230409;25230775;25230775;25230775;25230775;25234442;25231867;25234443;25234443	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5673	78	109
ENSMUSG00000035521	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25233331;25234317;25234808;25234808;25234980;25234980;25235182;25235182;25235345;25235345;25235534;25235534;25235705;25235705;25235856;25235856;25239775;25239775;25239914;25239914;25240060;25240060	25234722;25234722;25234889;25234889;25235111;25235111;25235264;25235264;25235459;25235480;25235627;25235627;25235788;25235788;25235910;25235910;25239842;25239842;25239971;25239971;25240116;25240124	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2249	609	919
ENSMUSG00000015126	chr17;chr17;chr17;chr17;chr17;chr17	25240170;25240444;25241064;25241688;25242159;25242454	25240364;25240663;25241257;25241861;25242222;25242798	+;+;+;+;+;+	1192	183	336
ENSMUSG00000047507	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25242659;25242659;25243355;25243370;25243379;25243522;25243822;25243822;25243822;25243822;25243822;25244106;25244106;25244106;25244106;25244106;25244309;25244309;25244309;25244309;25244309;25244511;25244511;25244511;25244511;25244753;25244753;25244753;25244753;25244793;25245137;25245137;25245137;25245137;25245137;25245316;25245316;25245316;25245316;25245482;25245482;25245482;25245482;25245482;25245639;25245639;25245639;25245639;25245639;25245934;25245934;25245934;25245934;25246013;25246113;25246113;25246113;25246113;25246113;25246330;25246330;25246330;25246330;25246330;25246558;25246558;25246558;25246558;25246558;25246804;25246804;25246804;25246804;25246804;25246958;25246958;25246958;25246958;25246958;25247137;25247137;25247137;25247137;25247137;25247310;25247310;25247310;25247310;25247310;25247484;25247484;25247484;25247484;25248027;25248027;25248027;25248027;25248027;25248271;25248271;25248271;25248271;25248472;25248472;25248472;25248472;25248656;25248656;25248656;25249088;25249088;25249088;25249088;25249315;25249315;25249315;25249315;25249515;25249515;25249515;25249515;25250083;25250083;25250083;25250083;25250393;25250393;25250393;25250393;25250596;25250596;25250596;25250596;25251018;25251101;25251101;25251101;25251101;25251438;25251438;25251438;25251438;25251438;25251732;25251732;25251732;25251732;25251732;25252011;25252011;25252011;25252011;25252011;25253723;25256161;25256161;25256161;25256161	25243741;25243741;25243741;25243741;25243741;25243741;25244027;25244027;25244027;25244033;25244027;25244229;25244229;25244229;25244229;25244229;25244429;25244311;25244429;25244429;25244429;25244591;25244591;25244591;25244591;25244824;25244824;25244824;25244824;25244824;25245395;25245245;25245245;25245245;25245245;25245395;25245395;25245395;25245395;25245550;25245550;25245550;25245550;25245550;25245783;25245830;25245830;25245830;25245830;25246026;25246026;25246026;25246026;25246026;25246256;25246256;25246256;25246256;25246256;25246453;25246453;25246453;25246453;25246453;25246688;25246688;25246688;25246688;25246688;25246855;25246855;25246855;25246855;25246855;25247055;25247055;25247055;25247055;25247055;25247193;25247193;25247193;25247193;25247193;25247608;25247400;25247400;25247400;25247400;25247608;25247608;25247608;25247608;25248127;25248147;25248147;25248147;25248147;25248374;25248374;25248374;25248374;25248567;25248567;25248567;25248567;25248763;25248763;25248763;25249190;25249190;25249190;25249190;25249392;25249392;25249392;25249392;25249559;25249559;25249559;25249559;25250278;25250278;25250278;25250278;25250459;25250459;25250459;25250459;25250655;25250655;25250655;25250655;25251208;25251139;25251124;25251208;25251208;25251518;25251518;25251518;25251518;25251518;25251819;25251819;25251819;25251819;25251819;25252144;25252144;25252144;25252144;25252144;25253947;25256274;25256281;25256281;25256364	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5112	41	70
ENSMUSG00000093202	chr17	25245551	25245638	-	88	0	0
ENSMUSG00000015120	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25261916;25261921;25262175;25262179;25262179;25262306;25262393;25264473;25264766;25264766;25264766;25264766;25264766;25264766;25264766;25265119;25265119;25265119;25265119;25265119;25265119;25265119;25265119;25265143;25266567;25268408;25268541;25268541;25268541;25268541;25268541;25268541;25268541;25269192;25269192;25269192;25269192;25269192;25269192;25269192;25269192;25269192;25269253;25269402;25269403;25269403;25269403;25269403;25269403;25269403;25269403;25269403;25269403;25269403;25272538;25272538;25272538;25272538;25272663;25272997;25273321;25273321;25273321;25273321;25273482;25273482;25274162;25274162;25274173;25274523	25262491;25262491;25262491;25262491;25262491;25262491;25262491;25264845;25264845;25264845;25264845;25264845;25264845;25264845;25264845;25265339;25265228;25265228;25265228;25265869;25265228;25265228;25265228;25265228;25268613;25268613;25268613;25268613;25268613;25268613;25268613;25268613;25268613;25269275;25269275;25269275;25269275;25269275;25269275;25269275;25269275;25269275;25269275;25269479;25269479;25269479;25269479;25269479;25269479;25269479;25269479;25269479;25269479;25269479;25273155;25272765;25272765;25272765;25272765;25273259;25273867;25273534;25273914;25273383;25273600;25273590;25274302;25274310;25274310;25274622	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5474	22	48
ENSMUSG00000056399	chr17;chr17;chr17;chr17;chr17	25298394;25298726;25299102;25299469;25299739	25298566;25298906;25299376;25299632;25300161	+;+;+;+;+	1216	0	0
ENSMUSG00000088930	chr17	25306112	25306248	+	137	0	0
ENSMUSG00000024171	chr17;chr17;chr17;chr17;chr17;chr17	25308646;25309405;25309647;25309929;25311232;25311520	25308806;25309465;25309827;25310194;25311395;25311876	+;+;+;+;+;+	1190	0	0
ENSMUSG00000034039	chr17;chr17;chr17;chr17;chr17;chr17	25318654;25320283;25320496;25320872;25322092;25322343	25318817;25320343;25320676;25321137;25322258;25322681	+;+;+;+;+;+	1178	0	0
ENSMUSG00000098180	chr17	25326612	25327526	-	915	12	17
ENSMUSG00000024173	chr17;chr17;chr17;chr17;chr17;chr17;chr17	25343245;25343246;25343656;25344651;25345050;25345307;25345307	25343583;25344916;25343819;25344916;25345215;25345527;25345562	-;-;-;-;-;-;-	2094	0	0
ENSMUSG00000033825	chr17;chr17;chr17;chr17;chr17	25366550;25366760;25367046;25367445;25367682	25366621;25366925;25367311;25367608;25368094	+;+;+;+;+	1081	0	3
ENSMUSG00000033200	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25369273;25369289;25370553;25370584;25372477;25372477;25373009;25373175;25373175;25373175;25373175;25373725;25373725;25373725;25373725;25373725;25373958;25373958;25373958;25373958;25373958	25369417;25369417;25370700;25370700;25372648;25372648;25373035;25373440;25373440;25373440;25373440;25373870;25373870;25373870;25373870;25373870;25374442;25374385;25374440;25374440;25374149	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1389	0	0
ENSMUSG00000024112	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	25374285;25374288;25374295;25376846;25376846;25376846;25376884;25377171;25377171;25377171;25377171;25377196;25377432;25377432;25377432;25377432;25377432;25377551;25377762;25377762;25377762;25377762;25377762;25378781;25378781;25378781;25378781;25378781;25378781;25380221;25380221;25380221;25380225;25380225;25380520;25380520;25380520;25380520;25380804;25380804;25380804;25381422;25381422;25381422;25383073;25383073;25383073;25383454;25383454;25383454;25383647;25383647;25383647;25383962;25383962;25383962;25384267;25384267;25384267;25384546;25384546;25384546;25384695;25384695;25384695;25384979;25384979;25384979;25385561;25385561;25385561;25386970;25386970;25386970;25387479;25387479;25387479;25387745;25387745;25387745;25388045;25388045;25388045;25388240;25388562;25388562;25388562;25389338;25389338;25389338;25389338;25391089;25391089;25391089;25391821;25391821;25391821;25392246;25393511;25393511;25393511;25393511;25393729;25393729;25393729;25393729;25395338;25395338;25395338;25395338;25397261;25397261;25397261;25397261;25397521;25397521;25397521;25397521;25397625;25397734;25397734;25397734;25397734;25397734;25431839;25432870;25432870;25432870;25432870;25432870;25433470;25433470;25433470;25433470;25433470	25376146;25376146;25376146;25377006;25376953;25377006;25377006;25377339;25377339;25377339;25377339;25377339;25377677;25377677;25377677;25377677;25377677;25377677;25377883;25377883;25377883;25377883;25377883;25378943;25378796;25378855;25378859;25378855;25378855;25380279;25380295;25380295;25380295;25380295;25380651;25380653;25380653;25380653;25380913;25380913;25380913;25381573;25381573;25381573;25383265;25383265;25383265;25383543;25383543;25383543;25383772;25383772;25383772;25384088;25384088;25384088;25384451;25384451;25384451;25384614;25384614;25384614;25384818;25384818;25384818;25385079;25385079;25385079;25385983;25385983;25385983;25387178;25387178;25387178;25387569;25387569;25387569;25387900;25387900;25387900;25388162;25388162;25388162;25388747;25388747;25388747;25388747;25389472;25389489;25389489;25389489;25391528;25391528;25391528;25392610;25392610;25392610;25392610;25393603;25393603;25393603;25393603;25394044;25394044;25394044;25394044;25395497;25395497;25395497;25395497;25397358;25397358;25397358;25397358;25397654;25397654;25397654;25397654;25397654;25397845;25397845;25397845;25397845;25397845;25433186;25433278;25433186;25433186;25433186;25433186;25433768;25433783;25433783;25433783;25433783	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9763	278	400
ENSMUSG00000024175	chr17;chr17;chr17;chr17;chr17;chr17	25471590;25473736;25474116;25474640;25475559;25476322	25472255;25473806;25474259;25474862;25475713;25476594	+;+;+;+;+;+	1532	14	16
